C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_05_893.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_05_893.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_05_893.jpg, 0, 0, 0, 7.93481E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_05_994.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_05_994.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_05_994.jpg, 0, 0, 0, 7.854919E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_094.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_094.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_094.jpg, 0, 0, 0, 8.067816E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_195.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_195.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_195.jpg, 0, 0, 0, 7.962915E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_296.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_296.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_296.jpg, 0, 0, 0, 7.914243E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_398.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_398.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_398.jpg, 0, 0, 0, 7.807749E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_500.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_500.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_500.jpg, 0, 0, 0, 7.770828E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_600.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_600.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_600.jpg, 0, 0, 0, 7.825236E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_703.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_703.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_703.jpg, 0, 0, 0, 7.813385E-05
C:\Users\soham\Documents\Udacity\training_data\IMG\center_2020_03_23_23_57_06_804.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\left_2020_03_23_23_57_06_804.jpg, C:\Users\soham\Documents\Udacity\training_data\IMG\right_2020_03_23_23_57_06_804.jpg, 0, 0, 0, 8.080869E-05
